code,author,id,tokens
"void convert(string &str) {
  int decreased = -1;
  for (int i = 1; i < str.size(); i++) {
    if (str[i] < str[i - 1]) {
      decreased = i;
      break;
    }
  }
  if (decreased != -1) {
    for (int i = decreased; i < str.size(); i++) {
      str[i] = '9';
    }
    str[decreased - 1]--;
    convert(str);
  }
}

int main() {
  int tests;
  cin >> tests;
  for (int t = 0; t < tests; t++) {
    string str;
    cin >> str;
    convert(str);
    cout << ""Case #"" << (t + 1) << "": "" << atoll(str.c_str()) << endl;
  }
}
",119,120,226
"int main() {
  int tests;
  cin >> tests;
  for (int t = 0; t < tests; t++) {
    double D;
    long long N;
    cin >> D >> N;
    pair<double, double> horses[N];
    for (int i = 0; i < N; i++) {
      cin >> horses[i].first >> horses[i].second;
    }
    sort(horses, horses + N);
    double whenReaches[N + 1];
    whenReaches[N] = 0;
    for (int i = N - 1; i >= 0; i--) {
      whenReaches[i] =
          max(whenReaches[i + 1], (D - (horses[i].first)) / horses[i].second);
    }
    cout << ""Case #"" << (t + 1) << "": "" << fixed << setprecision(10)
         << D / whenReaches[0] << endl;
  }
}
",119,121,248
"int N, P;
int R[100], Q[100][100];

void getServes(int p, int ing, int &minServes, int &maxServes) {
  minServes = (Q[ing][p] * 10) / (R[ing] * 11);
  if ((Q[ing][p] * 10) % (R[ing] * 11) != 0) {
    minServes++;
  }
  maxServes = (Q[ing][p] * 10) / (R[ing] * 9);
}

bool isCompatible(int i, int j) {
  int minFirst, maxFirst, minSecond, maxSecond;
  getServes(i, 0, minFirst, maxFirst);
  getServes(j, 1, minSecond, maxSecond);
  if ((minFirst <= maxFirst) && (minSecond <= maxSecond)) {
    if ((maxFirst < minSecond) || (maxSecond < minFirst)) {
      return false;
    } else {
      return true;
    }
  } else {
    return false;
  }
}

int getScore(vector<int> &assignment) {
  int sc = 0;
  for (int i = 0; i < assignment.size(); i++) {
    if (isCompatible(i, assignment[i])) {
      sc++;
    }
  }
  return sc;
}

int main() {
  int tests;
  cin >> tests;
  for (int t = 0; t < tests; t++) {
    cin >> N >> P;
    for (int i = 0; i < N; i++) {
      cin >> R[i];
    }
    for (int i = 0; i < N; i++) {
      for (int j = 0; j < P; j++) {
        cin >> Q[i][j];
      }
    }
    if (N == 2) {
      vector<int> assignment;
      for (int i = 0; i < P; i++) {
        assignment.push_back(i);
      }
      int score = 0;
      do {
        score = max(score, getScore(assignment));
      } while (next_permutation(assignment.begin(), assignment.end()));
      cout << ""Case #"" << (t + 1) << "": "" << score << endl;
    } else if (N == 1) {
      int score = 0;
      for (int i = 0; i < P; i++) {
        int minS, maxS;
        getServes(i, 0, minS, maxS);
        if (minS <= maxS) {
          score++;
        }
      }
      cout << ""Case #"" << (t + 1) << "": "" << score << endl;
    }
  }
}
",119,122,709
"struct Stall {
  int first;
  int second;
  bool operator<(const Stall &b) const {
    int size1 = (second - first + 1);
    int size2 = (b.second - b.first + 1);
    if (size2 != size1) {
      return size1 < size2;
    } else {
      return first > b.first;
    }
  }
};

int main() {
  int tests;
  cin >> tests;
  for (int t = 0; t < tests; t++) {
    long long N, K;
    cin >> N >> K;
    priority_queue<Stall> pq;
    Stall initial;
    initial.first = 1;
    initial.second = N;
    pq.push(initial);
    for (long long i = 0; i < K - 1; i++) {
      Stall current = pq.top();
      pq.pop();
      long long oc = (current.second + current.first) / 2;
      if (oc != current.first) {
        Stall firstPart;
        firstPart.first = current.first;
        firstPart.second = oc - 1;
        pq.push(firstPart);
      }
      if (oc != current.second) {
        Stall secondPart;
        secondPart.first = oc + 1;
        secondPart.second = current.second;
        pq.push(secondPart);
      }
    }
    Stall current = pq.top();
    long long oc = (current.second + current.first) / 2;
    long long d1 = (oc - current.first);
    long long d2 = (current.second - oc);
    cout << ""Case #"" << (t + 1) << "": "";
    cout << max(d1, d2) << "" "" << min(d1, d2) << endl;
  }
}
",119,123,474
"int N;
double distances[100][100];
long long E[100];
double S[100];

bool dp[100][100];
double solution[100][100];

double solve(int initial, int dest) {
  if (initial == dest) {
    return 0;
  }
  if (dp[initial][dest]) {
    return solution[initial][dest];
  }
  long long life = E[initial];
  double bestCost = DBL_MAX;
  double cost = 0;
  for (int i = initial + 1; i <= dest; i++) {
    life -= distances[i - 1][i];
    if (life < 0) {
      break;
    }
    cost += distances[i - 1][i] / S[initial];
    double total = cost + solve(i, dest);
    bestCost = min(bestCost, total);
  }
  dp[initial][dest] = true;
  solution[initial][dest] = bestCost;
  return solution[initial][dest];
}

int main() {
  int tests;
  cin >> tests;
  for (int t = 0; t < tests; t++) {
    cout << ""Case #"" << (t + 1) << "": "";
    long long Q;
    cin >> N >> Q;
    for (int i = 0; i < N; i++) {
      cin >> E[i] >> S[i];
    }
    for (int i = 0; i < N; i++) {
      for (int j = 0; j < N; j++) {
        cin >> distances[i][j];
      }
    }
    for (int i = 0; i < N; i++) {
      for (int j = 0; j < N; j++) {
        dp[i][j] = false;
      }
    }
    for (int i = 0; i < Q; i++) {
      int initial, dest;
      cin >> initial >> dest;
      initial--;
      dest--;
      cout << setprecision(10) << fixed << solve(initial, dest) << "" "";
    }
    cout << endl;
  }
}
",119,124,551
"int main() {
  int tests;
  cin >> tests;
  for (int t = 0; t < tests; t++) {
    int R, C;
    cin >> R >> C;
    char board[R][C];
    int firstRow = -1;
    for (int i = 0; i < R; i++) {
      for (int j = 0; j < C; j++) {
        cin >> board[i][j];
        if ((board[i][j] != '?') && (firstRow == -1)) {
          firstRow = i;
        }
      }
    }
    for (int i = firstRow; i < R; i++) {
      for (int j = 1; j < C; j++) {
        if (board[i][j] == '?') {
          board[i][j] = board[i][j - 1];
        }
      }
      for (int j = C - 2; j >= 0; j--) {
        if (board[i][j] == '?') {
          board[i][j] = board[i][j + 1];
        }
      }
      if (board[i][0] == '?') {
        for (int j = 0; j < C; j++) {
          board[i][j] = board[i - 1][j];
        }
      }
    }
    for (int i = firstRow - 1; i >= 0; i--) {
      for (int j = 0; j < C; j++) {
        board[i][j] = board[i + 1][j];
      }
    }
    cout << ""Case #"" << (t + 1) << "": "" << endl;
    for (int i = 0; i < R; i++) {
      for (int j = 0; j < C; j++) {
        cout << board[i][j];
      }
      cout << endl;
    }
  }
}
",119,125,486
"typedef long long ll;
typedef pair<ll, ll> pll;
typedef pair<int, int> pii;

const int MAXN = 1 * 1000 + 10;

bool is_tidy(int n) {
  vector<int> d;
  while (n) {
    int x = n % 10;
    if (((int)(d).size()) && x > d.back())
      return false;
    d.push_back(x);
    n /= 10;
  }
  return true;
}

int main() {
  ios::sync_with_stdio(false);

  int tt;
  cin >> tt;
  for (int tc = 1; tc <= tt; tc++) {
    cout << ""Case #"" << tc << "": "";
    int n;
    cin >> n;
    do {
      if (is_tidy(n)) {
        cout << n << endl;
        break;
      }
    } while (n--);
  }
  return 0;
}
",157,126,270
"typedef long long ll;
typedef pair<ll, ll> pll;
typedef pair<int, int> pii;

const int MAXN = 1 * 1000 + 10;

void flip(string &s, int x, int k) {
  for (int i = x; i < x + k; i++)
    s[i] = (s[i] == '+' ? '-' : '+');
}

int main() {
  ios::sync_with_stdio(false);

  int tt;
  cin >> tt;
  for (int tc = 1; tc <= tt; tc++) {
    cout << ""Case #"" << tc << "": "";

    string s;
    cin >> s;
    int k;
    cin >> k;

    int n = ((int)(s).size());
    int ans = 0;
    for (int i = 0; i < n; i++) {
      if (s[i] == '-') {
        if (n - i >= k) {
          flip(s, i, k);
          ans++;
        } else {
          ans = -1;
          break;
        }
      }
    }
    if (ans == -1)
      cout << ""IMPOSSIBLE"";
    else
      cout << ans;
    cout << endl;
  }
  return 0;
}
",157,127,348
"typedef long long ll;
typedef pair<ll, ll> pll;
typedef pair<int, int> pii;

const int MAXN = 30;

char a[MAXN][MAXN];
int n, m;
int d[MAXN][MAXN];
bool mark[MAXN][MAXN];

void colorize(int x1, int y1, int x2, int y2, char c) {
  for (int i = x1; i <= x2; i++)
    for (int j = y1; j <= y2; j++) {
      mark[i][j] = true;
      a[i][j] = c;
    }
  for (int i = 0; i < n; i++)
    for (int j = 0; j < m; j++) {
      d[i][j] = (a[i][j] != '?');
      if (i > 0)
        d[i][j] += d[i - 1][j];
      if (j > 0)
        d[i][j] += d[i][j - 1];
      if (i > 0 && j > 0)
        d[i][j] -= d[i - 1][j - 1];
    }
}

bool check(int x1, int y1, int x2, int y2) {
  int res = d[x2][y2];
  if (x1 > 0)
    res -= d[x1 - 1][y2];
  if (y1 > 0)
    res -= d[x2][y1 - 1];
  if (x1 > 0 && y1 > 0)
    res += d[x1 - 1][y1 - 1];
  return (res == 1);
}

void go(int x, int y) {
  for (int i1 = 0; i1 <= x; i1++)
    for (int j1 = 0; j1 <= y; j1++)
      for (int i2 = n - 1; i2 >= x; i2--)
        for (int j2 = m - 1; j2 >= y; j2--)
          if (check(i1, j1, i2, j2)) {
            colorize(i1, j1, i2, j2, a[x][y]);
            return;
          }
}

int main() {
  ios::sync_with_stdio(false);

  int tc;
  cin >> tc;
  for (int tt = 1; tt <= tc; tt++) {
    memset(d, 0, sizeof d);
    memset(mark, 0, sizeof mark);
    cout << ""Case #"" << tt << "":"" << endl;

    cin >> n >> m;
    for (int i = 0; i < n; i++)
      for (int j = 0; j < m; j++)
        cin >> a[i][j];

    for (int i = 0; i < n; i++)
      for (int j = 0; j < m; j++) {
        d[i][j] = (a[i][j] != '?');
        if (i > 0)
          d[i][j] += d[i - 1][j];
        if (j > 0)
          d[i][j] += d[i][j - 1];
        if (i > 0 && j > 0)
          d[i][j] -= d[i - 1][j - 1];
      }

    for (int i = 0; i < n; i++)
      for (int j = 0; j < m; j++)
        if (a[i][j] != '?' && !mark[i][j]) {
          go(i, j);
        }

    for (int i = 0; i < n; i++, cout << endl)
      for (int j = 0; j < m; j++)
        cout << a[i][j];
  }
  return 0;
}
",157,128,1005
"typedef long long ll;
typedef pair<ll, ll> pll;
typedef pair<int, int> pii;

const int MAXN = 1 * 1000 + 10;

pair<int, char> p[10];

int main() {
  ios::sync_with_stdio(false);

  int tt;
  cin >> tt;
  for (int tc = 1; tc <= tt; tc++) {
    cout << ""Case #"" << tc << "": "";

    int n, r, o, y, g, b, v;
    cin >> n >> r >> o >> y >> g >> b >> v;

    p[0] = make_pair(r, 'R');
    p[1] = make_pair(y, 'Y');
    p[2] = make_pair(b, 'B');
    sort(p, p + 3);

    if (p[2].first > n / 2) {
      cout << ""IMPOSSIBLE"" << endl;
    } else {
      string ans;
      for (int i = 0; i < n; i++)
        ans.push_back(' ');

      for (int c = 2; c >= 0; c--) {
        if (c % 2 == 0) {
          for (int i = 0; i < n; i++) {
            if (p[c].first == 0)
              break;

            int prev = (i - 1 + n) % n;
            if (ans[prev] != p[c].second && ans[i] == ' ') {
              ans[i] = p[c].second;
              p[c].first--;
            }
          }
        } else {
          for (int i = n - 1; i >= 0; i--) {
            if (p[c].first == 0)
              break;

            int next = (i + 1 + n) % n;
            if (ans[next] != p[c].second && ans[i] == ' ') {
              ans[i] = p[c].second;
              p[c].first--;
            }
          }
        }
      }
      for (int i = 0; i < n; i++)
        if (ans[i] == ' ')
          cerr << ""BUG"" << endl;

      cout << ans << endl;
    }
  }
  return 0;
}
",157,129,609
"typedef long long ll;
typedef pair<ll, ll> pll;
typedef pair<int, int> pii;

const int MAXN = 1 * 1000 + 10;

pii h[MAXN];

int main() {
  ios::sync_with_stdio(false);

  int tt;
  cin >> tt;
  for (int tc = 1; tc <= tt; tc++) {
    cout << ""Case #"" << tc << "": "";
    int d, n;
    cin >> d >> n;
    for (int i = 0; i < n; i++)
      cin >> h[i].second >> h[i].first;
    sort(h, h + n);

    double max_t = 0;
    for (int i = 0; i < n; i++) {
      int vi = h[i].first, ki = h[i].second;
      double nxt = d;
      double t = 0;
      for (int j = 0; j < i; j++) {
        int vj = h[j].first, kj = h[j].second;
        if (kj > ki) {
          double cx = (double)(vj * ki - vi * kj) / (double)(vj - vi);
          if (cx < nxt && cx > kj) {
            t += (double)(nxt - cx) / (double)vj;
            nxt = cx;
          }
        }
      }
      if (ki < nxt)
        t += (double)(nxt - ki) / (double)vi;

      max_t = max(max_t, t);
    }

    cout << fixed << setprecision(6) << (double)d / max_t << endl;
  }
  return 0;
}
",157,130,454
"typedef long long ll;
typedef pair<ll, ll> pll;
typedef pair<int, int> pii;

const int MAXN = 1 * 1000 + 10;

int main() {
  ios::sync_with_stdio(false);
  int tt;
  cin >> tt;
  for (int tc = 1; tc <= tt; tc++) {
    cout << ""Case #"" << tc << "": "";

    int n, k;
    cin >> n >> k;
    queue<int> q;
    q.push(1);
    q.push(n + 1);

    int x, y, mid;
    for (int i = 0; i < k; i++) {
      x = q.front();
      q.pop();
      y = q.front();
      q.pop();
      mid = (x + y) / 2;

      // cerr << VAL(x) << VAL(y) << VAL(mid) << endl;

      if ((y - x) % 2 == 0) {
        if (mid - x > 0) {
          q.push(x);
          q.push(mid);
        }
        if (y - mid - 1 > 0) {
          q.push(mid + 1);
          q.push(y);
        }
      } else {
        if (y - mid - 1 > 0) {
          q.push(mid + 1);
          q.push(y);
        }
        if (mid - x > 0) {
          q.push(x);
          q.push(mid);
        }
      }
    }
    cout << mid - x << ' ' << y - mid - 1 << endl;
  }
  return 0;
}
",157,131,448
"typedef long long ll;
typedef pair<ll, ll> pll;
typedef pair<int, int> pii;

const int MAXN = 1 * 100 + 10;

int r[MAXN];
int q[MAXN][MAXN];
set<pair<pii, int>> s[MAXN];

int main() {
  ios::sync_with_stdio(false);

  int tc;
  cin >> tc;
  for (int tt = 1; tt <= tc; tt++) {
    for (int i = 0; i < (MAXN); i++)
      s[i].clear();
    cout << ""Case #"" << tt << "": "";

    int n, p;
    cin >> n >> p;
    for (int i = 0; i < n; i++)
      cin >> r[i];
    for (int i = 0; i < n; i++)
      for (int j = 0; j < p; j++)
        cin >> q[i][j];

    for (int i = 0; i < n; i++)
      for (int j = 0; j < p; j++) {
        int k1 = ceil((double)q[i][j] / ((double)r[i] * 1.1));
        int k2 = floor((double)q[i][j] / ((double)r[i] * 0.9));

        if (k1 <= k2)
          s[i].insert(make_pair(make_pair(k1, k2), j));
      }

    int ans = 0;
    while (((int)(s[0]).size())) {
      pair<pii, int> tmp = *s[0].begin();
      s[0].erase(s[0].begin());
      int k1 = tmp.first.first, k2 = tmp.first.second;

      bool check = true;
      for (int i = 1; i < n; i++) {
        if (s[i].empty())
          check = false;

        while (((int)(s[i]).size())) {
          pair<pii, int> tmp = *s[i].begin();
          int t1 = tmp.first.first, t2 = tmp.first.second;
          if (t2 < k1) {
            s[i].erase(s[i].begin());
            if (s[i].empty())
              check = false;
            continue;
          }
          k1 = max(k1, t1);
          k2 = min(k2, t2);
          break;
        }
      }
      if (k1 <= k2 && check) {
        for (int i = 1; i < n; i++)
          s[i].erase(s[i].begin());
        ans++;
      }
    }
    cout << ans << endl;
  }
  return 0;
}
",157,132,722
"typedef long long ll;
typedef long long LL;
typedef pair<int, int> ii;
typedef vector<ii> vii;
typedef vector<int> vi;
int unit[52];
int wt[52][52];
int mn[52][52], mx[52][52];
int f;
vii adjList[1010];
int par[1010];
int n, p;

void open() {
  freopen(""D:/OneDrive/Code/GCJ/B-small-attempt0 (1).in"", ""r"", stdin);
  freopen(""D:/OneDrive/Code/GCJ/out.txt"", ""w"", stdout);
}

void augment(int x) {
  if (par[x] != x) {
    for (int i = 0; i < adjList[par[x]].size(); i++) {
      if (adjList[par[x]][i].first == x) {
        f = min(f, adjList[par[x]][i].second);
        break;
      }
    }
    augment(par[x]);
    for (int i = 0; i < adjList[par[x]].size(); i++) {
      if (adjList[par[x]][i].first == x) {
        adjList[par[x]][i].second -= f;
        break;
      }
    }

    for (int i = 0; i < adjList[x].size(); i++) {
      if (adjList[x][i].first == par[x]) {
        adjList[x][i].second += f;
        break;
      }
    }
  }
}

int maxflow() {
  int mf = 0;
  f = 0;
  while (true) {
    f = 0;
    memset(par, -1, sizeof(par));
    queue<int> q;
    q.push(n * p);
    par[n * p] = n * p;
    bool found = false;

    while (!q.empty()) {
      int node = q.front();
      // cout <<""cur : "" << node << endl;
      q.pop();
      for (int i = 0; i < adjList[node].size(); i++) {

        int nx = adjList[node][i].first;
        int cap = adjList[node][i].second;
        // cout << nx << "" "" << cap << endl;
        if (cap > 0 && par[nx] == -1) {
          par[nx] = node;
          if (nx == n * p + 1) {
            f = 1000000000;
            augment(nx);
            found = true;

            break;
          }
          q.push(nx);
        }
      }
      if (found)
        break;
    }

    if (f == 0)
      break;
    mf += f;
  }

  return mf;
}

int main(void) {
  open();
  int tc;
  scanf(""%d"", &tc);

  for (int ct = 1; ct <= tc; ct++) {
    map<int, int> mp;

    scanf(""%d"", &n);
    scanf(""%d"", &p);
    for (int i = 0; i < n; i++) {
      scanf(""%d"", &unit[i]);
    }

    memset(mn, -1, sizeof(mn));
    memset(mx, -1, sizeof(mx));

    for (int i = 0; i < n; i++) {
      for (int j = 0; j < p; j++) {
        scanf(""%d"", &wt[i][j]);
        int tmp1 = floor(1.0 * wt[i][j] / (0.9 * unit[i]));
        int tmp2 = ceil(1.0 * wt[i][j] / (1.1 * unit[i]));
        int bawah = min(tmp1, tmp2);
        int atas = max(tmp1, tmp2);
        // cout << bawah << "" "" << atas << endl;
        while (bawah <= atas) {
          if (bawah * 0.9 * unit[i] - 1e-9 <= 1.0 * wt[i][j] &&
              1.0 * wt[i][j] <= bawah * 1.1 * unit[i] + 1e-9)
            break;
          else
            bawah++;
        }

        // cout << bawah << "" "" << atas << endl;

        if (bawah > atas)
          continue;

        while (atas >= bawah) {
          if (atas * 0.9 * unit[i] - 1e-9 <= 1.0 * wt[i][j] &&
              1.0 * wt[i][j] <= atas * 1.1 * unit[i] + 1e-9)
            break;
          else
            atas--;
        }
        // cout <<""idx : "" << i << endl;
        // cout << bawah << "" "" << atas << endl;
        mn[i][j] = bawah;
        mx[i][j] = atas;

        // while(mx[i][j] == -1 && )
      }
    }

    for (int i = 0; i < 1010; i++)
      adjList[i].clear();

    for (int i = 0; i < n - 1; i++) {
      for (int j = 0; j < p; j++) {
        if (mn[i][j] <= 0)
          continue;
        for (int k = 0; k < p; k++) {
          if (mn[i + 1][k] <= 0)
            continue;
          // printf(""%d %d %d %d\n"", mn[i][j], mx[i][j], mn[i+1][k],
          // mx[i+1][k]);
          if ((mn[i][j] <= mn[i + 1][k] && mn[i + 1][k] <= mx[i][j]) ||
              (mn[i + 1][k] <= mn[i][j] && mn[i][j] <= mx[i + 1][k])) {
            // cout << (i * p + j) << "" to "" << ((i+1)*p + k) << endl;
            adjList[i * p + j].push_back(ii((i + 1) * p + k, 1));
            adjList[(i + 1) * p + k].push_back(ii(i * p + j, 0));
          }
        }
      }
    }

    for (int j = 0; j < p; j++) {
      // source + to sink.
      if (mn[0][j] > 0) {
        adjList[n * p].push_back(ii(j, 1));
        adjList[j].push_back(ii(n * p, 0));
      }

      if (mn[n - 1][j] > 0) {
        adjList[(n - 1) * p + j].push_back(ii(n * p + 1, 1));
        adjList[n * p + 1].push_back(ii((n - 1) * p + j, 0));
      }
    }

    printf(""Case #%d: %d\n"", ct, maxflow());
    cerr << ""Test "" << ct << "" done \n"";
  }
  return 0;
}
",178,133,1934
"typedef long long ll;
typedef long long LL;
typedef pair<int, int> ii;
typedef vector<ii> vii;
typedef vector<int> vi;
void open() {
  freopen(""D:/OneDrive/Code/GCJ/A-small-attempt1.in"", ""r"", stdin);
  freopen(""D:/OneDrive/Code/GCJ/out.txt"", ""w"", stdout);
}

int main(void) {
  open();
  int tc;
  scanf(""%d"", &tc);

  for (int ct = 1; ct <= tc; ct++) {
    int r, c;
    scanf(""%d"", &r);
    scanf(""%d"", &c);
    string str[30];
    string ret[30];
    for (int i = 0; i < r; i++) {
      cin >> str[i];
      // if(ct == 74){
      // 	cerr << str[i] << endl;
      // }
      ret[i] = str[i];
    }

    for (int i = 0; i < r; i++) {
      for (int j = 0; j < c; j++) {
        if (str[i][j] == '?')
          continue;
        int minx, maxx;
        minx = maxx = i;
        int miny, maxy;
        miny = maxy = j;
        while (miny > 0 && str[i][miny - 1] == '?' && ret[i][miny - 1] == '?')
          miny--;
        while (maxy < c - 1 && str[i][maxy + 1] == '?' &&
               ret[i][maxy + 1] == '?')
          maxy++;
        while (minx > 0) {
          bool valid = true;
          for (int k = miny; k <= maxy; k++) {
            if (str[minx - 1][k] != '?' || ret[minx - 1][k] != '?') {
              valid = false;
              break;
            }
          }
          if (valid) {
            minx--;
          } else
            break;
        }
        bool adabawah = false;
        for (int k = i + 1; k < r; k++) {
          for (int l = 0; l < c; l++) {
            if (str[k][l] != '?') {
              adabawah = true;
              break;
            }
          }
        }
        if (!adabawah) {
          maxx = r - 1;
        }

        for (int k = minx; k <= maxx; k++) {
          for (int l = miny; l <= maxy; l++) {
            ret[k][l] = str[i][j];
          }
        }
      }
    }

    printf(""Case #%d: \n"", ct);
    for (int i = 0; i < r; i++) {
      cout << ret[i] << ""\n"";
    }

    cerr << ""Test "" << ct << "" done \n"";
  }
  return 0;
}
",178,134,811
"typedef long long ll;
typedef long long LL;
typedef pair<int, int> ii;
typedef vector<ii> vii;
typedef vector<int> vi;
void open() {
  freopen(""D:/OneDrive/Code/GCJ/A-small-attempt0.in"", ""r"", stdin);
  freopen(""D:/OneDrive/Code/GCJ/out.txt"", ""w"", stdout);
}

int main(void) {
  open();
  int tc;
  scanf(""%d"", &tc);

  for (int ct = 1; ct <= tc; ct++) {
    int d, n;
    scanf(""%d"", &d);
    scanf(""%d"", &n);
    double maxi = 0.0;

    for (int i = 0; i < n; i++) {
      int st, sp;
      scanf(""%d"", &st);
      scanf(""%d"", &sp);
      maxi = max(maxi, 1.0 * (d - st) / sp);
    }

    printf(""Case #%d: %.7lf\n"", ct, 1.0 * d / maxi);
    cerr << ""Test "" << ct << "" done \n"";
  }
  return 0;
}
",178,135,328
"typedef long long ll;
typedef long long LL;
typedef pair<int, int> ii;
typedef vector<ii> vii;
typedef vector<int> vi;
void open() {
  freopen(""D:/OneDrive/Code/GCJ/B-small-attempt0.in"", ""r"", stdin);
  freopen(""D:/OneDrive/Code/GCJ/out.txt"", ""w"", stdout);
}

int main(void) {
  open();
  int tc;
  scanf(""%d"", &tc);
  for (int ct = 1; ct <= tc; ct++) {
    printf(""Case #%d: "", ct);
    char str[100];
    scanf(""%s"", str);
    bool valid = true;
    int len = strlen(str);
    for (int i = 0; i < len - 1; i++) {
      if (str[i] > str[i + 1]) {
        valid = false;
        int idx = i;
        int carry = 1;
        while (i >= 0 && carry) {
          if (str[i] != '0') {
            str[i]--;
            carry = 0;
          } else {
            str[i] = '9';
            carry = 1;
          }

          if (i > 0 && str[i - 1] > str[i]) {
            carry = 1;
            str[i] = '9';
          }

          i--;
        }

        for (int j = 0; j <= idx; j++) {
          if (j == 0 && str[j] == '0')
            continue;
          printf(""%c"", str[j]);
        }

        for (int j = idx + 1; j < len; j++) {
          printf(""9"");
        }
        printf(""\n"");
        break;
      }
    }

    if (valid) {
      printf(""%s\n"", str);
    }

    cerr << ""Test "" << ct << "" done \n"";
  }
  return 0;
}
",178,136,530
"typedef long long ll;
typedef long long LL;
typedef pair<int, int> ii;
typedef vector<ii> vii;
typedef vector<int> vi;
void open() {
  freopen(""D:/OneDrive/Code/GCJ/B-small-attempt1.in"", ""r"", stdin);
  freopen(""D:/OneDrive/Code/GCJ/out1.txt"", ""w"", stdout);
}

void pr(int idx) {
  switch (idx) {
  case 0:
    printf(""R"");
    break;
  case 1:
    printf(""O"");
    break;
  case 2:
    printf(""Y"");
    break;
  case 3:
    printf(""G"");
    break;
  case 4:
    printf(""B"");
    break;
  case 5:
    printf(""V"");
    break;
  }
}

int main(void) {
  open();
  int tc;
  scanf(""%d"", &tc);

  for (int ct = 1; ct <= tc; ct++) {
    int n;
    scanf(""%d"", &n);
    int arr[10];
    printf(""Case #%d: "", ct);
    for (int i = 0; i < 6; i++) {
      scanf(""%d"", &arr[i]);
    }
    bool imp = false;
    for (int i = 0; i < 6; i++) {
      if (arr[i] * 2 > n) {
        imp = true;
        printf(""IMPOSSIBLE\n"");
        break;
      }
    }

    if (imp)
      continue;

    int maxidx = 0;
    for (int i = 0; i < 6; i++) {
      if (arr[maxidx] < arr[i])
        maxidx = i;
    }
    bool palinggede = true;
    int last = maxidx;
    pr(maxidx);
    arr[maxidx]--;
    int first = last;

    while (true) {
      bool ada = false;
      for (int i = 0; i < 6; i++) {
        if (arr[i] > 0)
          ada = true;
      }

      if (!ada)
        break;

      if (last == 0) {
        if (arr[2] > arr[4]) {
          last = 2;
        } else if (arr[2] < arr[4]) {
          last = 4;
        } else {
          if (first == 2) {
            last = 2;
          } else
            last = 4;
        }
      } else if (last == 2) {
        if (arr[0] > arr[4]) {
          last = 0;
        } else if (arr[0] < arr[4]) {
          last = 4;
        } else {
          if (first == 0) {
            last = 0;
          } else
            last = 4;
        }
      } else {
        if (arr[0] > arr[2]) {
          last = 0;
        } else if (arr[0] < arr[2]) {
          last = 2;
        } else {
          if (first == 0) {
            last = 0;
          } else
            last = 2;
        }
      }
      pr(last);
      arr[last]--;
    }
    printf(""\n"");

    cerr << ""Test "" << ct << "" done \n"";
    if (first == last) {
      cerr << ""last equals first\n"";
    }
  }
  return 0;
}
",178,137,935
"typedef long long ll;
typedef long long LL;
typedef pair<int, int> ii;
typedef vector<ii> vii;
typedef vector<int> vi;
void open() {
  freopen(""D:/OneDrive/Code/GCJ/A-small-attempt0.in"", ""r"", stdin);
  freopen(""D:/OneDrive/Code/GCJ/out.txt"", ""w"", stdout);
}

int main(void) {
  open();
  int tc;
  scanf(""%d"", &tc);
  char str[1010];
  int k;

  for (int ct = 1; ct <= tc; ct++) {
    scanf(""%s"", str);
    scanf(""%d"", &k);
    int ret = 0;
    int len = strlen(str);

    for (int j = 0; j < len; j++) {
      if (str[j] == '-') {
        if (j + k > len) {
          ret = -1;
          break;
        }
        for (int l = 0; l < k; l++) {
          if (str[l + j] == '+')
            str[l + j] = '-';
          else
            str[l + j] = '+';
        }
        ret++;
        // printf(""%s\n"", str);
      }
    }

    printf(""Case #%d: "", ct);

    if (ret == -1) {
      printf(""IMPOSSIBLE\n"");
    } else {
      printf(""%d\n"", ret);
    }
    cerr << ""Test "" << ct << "" done \n"";
  }
  return 0;
}
",178,138,433
"typedef long long ll;
typedef long long LL;
typedef pair<int, int> ii;
typedef vector<ii> vii;
typedef vector<int> vi;
void open() {
  freopen(""D:/OneDrive/Code/GCJ/C-small-1-attempt0.in"", ""r"", stdin);
  freopen(""D:/OneDrive/Code/GCJ/out.txt"", ""w"", stdout);
}

int main(void) {
  open();
  int tc;
  scanf(""%d"", &tc);
  for (int ct = 1; ct <= tc; ct++) {
    int n, k;
    scanf(""%d"", &n);
    scanf(""%d"", &k);
    priority_queue<int> pq;
    pq.push(n);

    printf(""Case #%d: "", ct);

    while (k--) {
      int top = pq.top();
      pq.pop();
      int mid = top - 1;
      int l, r;
      l = mid / 2;
      r = (mid + 1) / 2;
      if (k == 0) {
        printf(""%d %d\n"", r, l);
      }
      if (l) {
        pq.push(l);
      }

      if (r) {
        pq.push(r);
      }
    }

    cerr << ""Test "" << ct << "" done \n"";
  }
  return 0;
}
",178,139,387
"// Problem A

int get() {
  char c;
  while (c = getchar(), c != '-' && (c < '0' || c > '9'))
    ;
  bool flag = (c == '-');
  if (flag)
    c = getchar();
  int x = 0;
  while (c >= '0' && c <= '9') {
    x = x * 10 + c - '0';
    c = getchar();
  }
  return flag ? -x : x;
}

int main() {
  int totalTest = get();
  for (int test = 1; test <= totalTest; test++) {
    double l = get(), ans = 1e15;
    int n = get();
    for (int i = 0; i < n; i++) {
      double x = get(), v = get();
      ans = min(ans, l / ((l - x) / v));
    }
    printf(""Case #%d: %0.10lf\n"", test, ans);
  }
  return 0;
}
",185,140,265
